epoch,home_team,away_team,tournament,neutral,home_team_win_percent,away_team_win_percent,winner
234936000.0,H-Brazil,A-Germany,Friendly,F,0.725,0.6883116883116883,Tie
234936000.0,H-Ghana,A-Togo,Friendly,F,0.44,0.2857142857142857,Home
235108800.0,H-Mexico,A-Germany,Friendly,F,0.4691358024691358,0.6794871794871795,Tie
235195200.0,H-Denmark,A-Sweden,Nordic Championship,F,0.328125,0.5,Home
235195200.0,H-South Korea,A-Japan,Friendly,F,0.5608108108108109,0.3148148148148148,Home
235195200.0,H-Uruguay,A-England,Friendly,F,0.3472222222222222,0.5384615384615384,Tie
235454400.0,H-Argentina,A-Scotland,Friendly,F,0.4625,0.4146341463414634,Tie
235540800.0,H-Brazil,A-Poland,Friendly,F,0.7160493827160493,0.5925925925925926,Home
235540800.0,H-Hong Kong,A-Iran,FIFA World Cup qualification,F,0.3076923076923077,0.5384615384615384,Away
235540800.0,H-Tunisia,A-Guinea,FIFA World Cup qualification,F,0.4074074074074074,0.375,Home
235800000.0,H-Finland,A-Denmark,Nordic Championship,F,0.0625,0.3333333333333333,Away
235886400.0,H-Brazil,A-Scotland,Friendly,F,0.7195121951219512,0.40476190476190477,Home
236145600.0,H-Nigeria,A-Senegal,African Cup of Nations qualification,F,0.35294117647058826,0.3695652173913043,Home
236145600.0,H-Argentina,A-France,Friendly,F,0.4567901234567901,0.4423076923076923,Tie
236145600.0,H-Brazil,A-Yugoslavia,Friendly,F,0.7228915662650602,0.3448275862068966,Tie
236145600.0,H-Hong Kong,A-South Korea,FIFA World Cup qualification,F,0.2857142857142857,0.5637583892617449,Away
236491200.0,H-Brazil,A-France,Friendly,F,0.7142857142857143,0.4339622641509434,Tie
236750400.0,H-Argentina,A-Yugoslavia,Friendly,F,0.45121951219512196,0.3333333333333333,Home
236750400.0,H-South Korea,A-Iran,FIFA World Cup qualification,F,0.5666666666666667,0.55,Tie
237355200.0,H-Australia,A-Hong Kong,FIFA World Cup qualification,F,0.4827586206896552,0.26666666666666666,Home
237355200.0,H-Peru,A-Brazil,FIFA World Cup qualification,T,0.2413793103448276,0.7058823529411765,Away
237528000.0,H-Argentina,A-German DR,Friendly,F,0.4578313253012048,0.5142857142857142,Home
237700800.0,H-Brazil,A-Bolivia,FIFA World Cup qualification,T,0.7093023255813954,0.25,Home
237960000.0,H-South Korea,A-Libya,Merdeka Tournament,T,0.5629139072847682,0.3333333333333333,Home
238219200.0,H-South Korea,A-Thailand,Merdeka Tournament,T,0.5657894736842105,0.2,Home
238564800.0,H-Myanmar,A-South Korea,Merdeka Tournament,T,0.2222222222222222,0.5686274509803921,Away
238564800.0,H-Hong Kong,A-Iran,Beijing International Friendship Tournament,T,0.25,0.5365853658536586,Home
238651200.0,H-China PR,A-Morocco,Beijing International Friendship Tournament,F,0.4,0.4838709677419355,Home
238737600.0,H-Malaysia,A-South Korea,Merdeka Tournament,F,0.2903225806451613,0.5714285714285714,Tie
238824000.0,H-Iran,A-Morocco,Beijing International Friendship Tournament,T,0.5238095238095238,0.47619047619047616,Tie
238910400.0,H-Iraq,A-South Korea,Merdeka Tournament,T,0.2,0.567741935483871,Tie
238996800.0,H-Iran,A-DR Congo,Beijing International Friendship Tournament,T,0.5116279069767442,0.29411764705882354,Away
239169600.0,H-Iraq,A-South Korea,Merdeka Tournament,T,0.19047619047619047,0.5641025641025641,Away
239601600.0,H-Iran,A-Romania,Friendly,F,0.5,0.25,Tie
240379200.0,H-Australia,A-Iran,FIFA World Cup qualification,F,0.5,0.4888888888888889,Away
241243200.0,H-Argentina,A-Paraguay,Copa Félix Bogado,F,0.475,0.15384615384615385,Home
241243200.0,H-Austria,A-Poland,Friendly,F,0.26666666666666666,0.5802469135802469,Home
241502400.0,H-Australia,A-South Korea,FIFA World Cup qualification,F,0.4915254237288136,0.5668789808917197,Home
241848000.0,H-Netherlands,A-Iceland,FIFA World Cup qualification,F,0.6153846153846154,0.0,Home
241848000.0,H-Paraguay,A-Argentina,Copa Félix Bogado,F,0.14814814814814814,0.48148148148148145,Home
242107200.0,H-Belgium,A-Iceland,FIFA World Cup qualification,F,0.5116279069767442,0.0,Home
242107200.0,H-South Korea,A-Thailand,Korea Cup,F,0.5632911392405063,0.19230769230769232,Home
242193600.0,H-Nigeria,A-Ghana,Friendly,F,0.3888888888888889,0.44,Home
242280000.0,H-South Korea,A-India,Korea Cup,F,0.5660377358490566,0.0,Home
242366400.0,H-Tunisia,A-Malta,Friendly,F,0.42592592592592593,0.2,Home
242366400.0,H-Wales,A-Kuwait,Friendly,F,0.2708333333333333,0.7368421052631579,Tie
242452800.0,H-England,A-Switzerland,Friendly,F,0.5316455696202531,0.25,Tie
242452800.0,H-Finland,A-Germany,Friendly,F,0.0625,0.6708860759493671,Away
242452800.0,H-Russia,A-Poland,Friendly,F,0.2916666666666667,0.5679012345679012,Home
242798400.0,H-Trinidad and Tobago,A-Canada,Friendly,F,0.4,0.2,Tie
242971200.0,H-South Korea,A-Malaysia,Korea Cup,F,0.56875,0.28125,Home
243144000.0,H-El Salvador,A-United States,Friendly,F,0.0,0.125,Away
243403200.0,H-Guatemala,A-United States,Friendly,F,0.2222222222222222,0.15151515151515152,Home
243576000.0,H-Kuwait,A-Wales,Friendly,F,0.7,0.2653061224489796,Tie
243662400.0,H-Poland,A-Denmark,FIFA World Cup qualification,F,0.5609756097560976,0.3387096774193548,Home
243662400.0,H-Switzerland,A-Spain,Friendly,F,0.25,0.48717948717948717,Away
244008000.0,H-Guatemala,A-United States,Friendly,F,0.3,0.14705882352941177,Home
244008000.0,H-Tunisia,A-Nigeria,FIFA World Cup qualification,F,0.43636363636363634,0.4444444444444444,Tie
244180800.0,H-Mexico,A-United States,Friendly,F,0.4634146341463415,0.14285714285714285,Home
244440000.0,H-United States,A-El Salvador,Friendly,F,0.1388888888888889,0.0,Tie
244612800.0,H-Tunisia,A-Guinea,African Cup of Nations qualification,F,0.42857142857142855,0.36,Home
244872000.0,H-Netherlands,A-Russia,Friendly,F,0.6226415094339622,0.32,Tie
244872000.0,H-Sweden,A-Denmark,Friendly,F,0.46153846153846156,0.3333333333333333,Home
244872000.0,H-Switzerland,A-Finland,Friendly,F,0.24528301886792453,0.058823529411764705,Home
244958400.0,H-United States,A-China PR,Friendly,F,0.13513513513513514,0.5,Tie
245131200.0,H-Canada,A-El Salvador,CONCACAF Championship,T,0.19230769230769232,0.0,Away
245131200.0,H-France,A-Russia,Friendly,F,0.4230769230769231,0.3076923076923077,Tie
245131200.0,H-Germany,A-Italy,Friendly,F,0.6794871794871795,0.46875,Home
245217600.0,H-Denmark,A-Portugal,FIFA World Cup qualification,F,0.3333333333333333,0.4634146341463415,Away
245217600.0,H-South Korea,A-Kuwait,FIFA World Cup qualification,F,0.5759493670886076,0.6666666666666666,Home
245217600.0,H-Mexico,A-Haiti,CONCACAF Championship,F,0.46987951807228917,0.25,Home
245304000.0,H-United States,A-China PR,Friendly,F,0.13157894736842105,0.42857142857142855,Home
245476800.0,H-Canada,A-Suriname,CONCACAF Championship,T,0.18518518518518517,0.0,Home
245476800.0,H-Luxembourg,A-England,FIFA World Cup qualification,F,0.0,0.525,Away
245476800.0,H-Mexico,A-El Salvador,CONCACAF Championship,F,0.46987951807228917,0.1,Home
245476800.0,H-Northern Ireland,A-Netherlands,FIFA World Cup qualification,F,0.17391304347826086,0.6111111111111112,Away
245476800.0,H-Wales,A-Scotland,FIFA World Cup qualification,T,0.26,0.3953488372093023,Away
245736000.0,H-Mexico,A-Suriname,CONCACAF Championship,F,0.47619047619047616,0.0,Home
245822400.0,H-Guinea,A-Tunisia,African Cup of Nations qualification,F,0.32,0.44642857142857145,Home
245822400.0,H-Australia,A-Kuwait,FIFA World Cup qualification,F,0.5,0.6363636363636364,Away
245822400.0,H-Canada,A-Guatemala,CONCACAF Championship,T,0.21428571428571427,0.36363636363636365,Home
245822400.0,H-United States,A-China PR,Friendly,F,0.15384615384615385,0.375,Home
246081600.0,H-Mexico,A-Guatemala,CONCACAF Championship,F,0.4823529411764706,0.3333333333333333,Home
246168000.0,H-Canada,A-Haiti,CONCACAF Championship,T,0.2413793103448276,0.23809523809523808,Tie
246340800.0,H-Mexico,A-Canada,CONCACAF Championship,F,0.4883720930232558,0.23333333333333334,Home
246427200.0,H-South Korea,A-Australia,FIFA World Cup qualification,F,0.5859872611464968,0.49122807017543857,Tie
246686400.0,H-Netherlands,A-Belgium,FIFA World Cup qualification,F,0.6296296296296297,0.5348837209302325,Home
246686400.0,H-Spain,A-Romania,FIFA World Cup qualification,F,0.48717948717948717,0.2,Home
246859200.0,H-Iran,A-Kuwait,FIFA World Cup qualification,F,0.5,0.6521739130434783,Home
246945600.0,H-Poland,A-Portugal,FIFA World Cup qualification,F,0.5609756097560976,0.4878048780487805,Tie
247032000.0,H-Hong Kong,A-Australia,FIFA World Cup qualification,F,0.29411764705882354,0.4827586206896552,Away
247032000.0,H-Switzerland,A-Norway,FIFA World Cup qualification,F,0.2692307692307692,0.11764705882352941,Home
247554000.0,H-Kuwait,A-South Korea,FIFA World Cup qualification,F,0.625,0.577922077922078,Tie
248072400.0,H-Iran,A-South Korea,FIFA World Cup qualification,F,0.5111111111111111,0.5714285714285714,Tie
248158800.0,H-Nigeria,A-Tunisia,FIFA World Cup qualification,F,0.3888888888888889,0.43859649122807015,Away
248158800.0,H-Poland,A-Sweden,Friendly,F,0.5555555555555556,0.48,Home
248245200.0,H-Singapore,A-Australia,Friendly,F,0.0,0.4915254237288136,Away
248504400.0,H-Czechoslovakia,A-Wales,FIFA World Cup qualification,F,0.2413793103448276,0.2653061224489796,Home
248504400.0,H-England,A-Italy,FIFA World Cup qualification,F,0.525,0.4375,Home
248504400.0,H-France,A-Bulgaria,FIFA World Cup qualification,F,0.40384615384615385,0.25,Home
248504400.0,H-Germany,A-Switzerland,Friendly,F,0.6794871794871795,0.2830188679245283,Home
248504400.0,H-Northern Ireland,A-Belgium,FIFA World Cup qualification,F,0.16666666666666666,0.5348837209302325,Home
248504400.0,H-Portugal,A-Cyprus,FIFA World Cup qualification,F,0.47619047619047616,0.0,Home
248677200.0,H-Iran,A-Hong Kong,FIFA World Cup qualification,F,0.5,0.2777777777777778,Home
248763600.0,H-Kuwait,A-Australia,FIFA World Cup qualification,F,0.6,0.5172413793103449,Home
249282000.0,H-Egypt,A-Tunisia,FIFA World Cup qualification,F,0.3,0.4482758620689655,Home
249282000.0,H-Iran,A-Australia,FIFA World Cup qualification,F,0.5106382978723404,0.5087719298245614,Home
249454800.0,H-Iraq,A-Morocco,Friendly,F,0.19047619047619047,0.4827586206896552,Home
249714000.0,H-Yugoslavia,A-Spain,FIFA World Cup qualification,F,0.3,0.5,Away
249973200.0,H-Kuwait,A-Iran,FIFA World Cup qualification,F,0.6153846153846154,0.5208333333333334,Away
249973200.0,H-Morocco,A-Iraq,Friendly,F,0.4745762711864407,0.22727272727272727,Tie
250059600.0,H-South Korea,A-Hong Kong,FIFA World Cup qualification,F,0.5629139072847682,0.2631578947368421,Home
250664400.0,H-Tunisia,A-Egypt,FIFA World Cup qualification,F,0.4406779661016949,0.36363636363636365,Home
250923600.0,H-Germany,A-Wales,Friendly,F,0.6835443037974683,0.26,Tie
251528400.0,H-Belgium,A-Italy,Friendly,F,0.5227272727272727,0.42424242424242425,Away
251874000.0,H-Ghana,A-Sierra Leone,Friendly,F,0.42,0.8,Home
253861200.0,H-Ghana,A-Gambia,Friendly,F,0.43137254901960786,0.25,Home
253947600.0,H-Libya,A-Morocco,Friendly,F,0.2857142857142857,0.4576271186440678,Away
254552400.0,H-Spain,A-Italy,Friendly,F,0.5121951219512195,0.4411764705882353,Home
255762000.0,H-Israel,A-Denmark,Friendly,F,0.4090909090909091,0.3333333333333333,Home
255762000.0,H-Italy,A-France,Friendly,F,0.42857142857142855,0.41509433962264153,Tie
256366800.0,H-El Salvador,A-Mexico,Friendly,F,0.09090909090909091,0.5066666666666667,Away
256712400.0,H-Ghana,A-Ivory Coast,Friendly,F,0.44680851063829785,0.35294117647058826,Home
256971600.0,H-Germany,A-England,Friendly,F,0.6835443037974683,0.5256410256410257,Home
256971600.0,H-Israel,A-Netherlands,Friendly,F,0.43478260869565216,0.6538461538461539,Away
257317200.0,H-Morocco,A-Russia,Friendly,F,0.4666666666666667,0.3076923076923077,Away
257922000.0,H-Ghana,A-Zambia,African Cup of Nations,F,0.4583333333333333,0.5,Home
258008400.0,H-Morocco,A-Tunisia,African Cup of Nations,T,0.45901639344262296,0.45,Tie
258181200.0,H-France,A-Portugal,Friendly,F,0.4074074074074074,0.5,Home
258181200.0,H-German DR,A-Switzerland,Friendly,F,0.4857142857142857,0.2777777777777778,Home
258181200.0,H-Germany,A-Russia,Friendly,F,0.6875,0.3333333333333333,Home
258181200.0,H-Ghana,A-Nigeria,African Cup of Nations,F,0.46938775510204084,0.3684210526315789,Tie
258267600.0,H-Congo,A-Morocco,African Cup of Nations,T,0.4,0.45161290322580644,Away
258267600.0,H-Tunisia,A-Uganda,African Cup of Nations,T,0.4426229508196721,0.0,Home
258354000.0,H-Ghana,A-Burkina Faso,African Cup of Nations,F,0.46,0.0,Home
258440400.0,H-Congo,A-Tunisia,African Cup of Nations,T,0.36363636363636365,0.45161290322580644,Tie
258440400.0,H-Morocco,A-Uganda,African Cup of Nations,T,0.4603174603174603,0.0,Away
258699600.0,H-Ghana,A-Tunisia,African Cup of Nations,F,0.47058823529411764,0.4444444444444444,Home
258872400.0,H-Ghana,A-Uganda,African Cup of Nations,F,0.4807692307692308,0.5,Home
259131600.0,H-Argentina,A-Peru,Copa Ramón Castilla,F,0.475,0.20833333333333334,Home
259390800.0,H-Belgium,A-Austria,Friendly,F,0.5227272727272727,0.3333333333333333,Home
259390800.0,H-Luxembourg,A-Poland,Friendly,F,0.0,0.5609756097560976,Away
259477200.0,H-Peru,A-Argentina,Copa Ramón Castilla,F,0.20833333333333334,0.48148148148148145,Away
259995600.0,H-Argentina,A-Bulgaria,Friendly,F,0.4878048780487805,0.2692307692307692,Home
259995600.0,H-Spain,A-Norway,Friendly,F,0.525,0.11764705882352941,Home
260254800.0,H-France,A-Brazil,Friendly,F,0.42592592592592593,0.6883116883116883,Home
260514000.0,H-Switzerland,A-Austria,Friendly,F,0.2727272727272727,0.3125,Away
260600400.0,H-Argentina,A-Romania,Friendly,F,0.4878048780487805,0.2,Home
260600400.0,H-Germany,A-Brazil,Friendly,F,0.7,0.6883116883116883,Away
260600400.0,H-Iran,A-Yugoslavia,Friendly,F,0.5306122448979592,0.2903225806451613,Tie
260600400.0,H-Poland,A-Greece,Friendly,F,0.5662650602409639,0.05263157894736842,Home
260600400.0,H-Tunisia,A-Netherlands,Friendly,F,0.4375,0.660377358490566,Away
261118800.0,H-Mexico,A-Peru,Friendly,T,0.5285714285714286,0.2,Away
261205200.0,H-Poland,A-Republic of Ireland,Friendly,F,0.5714285714285714,0.3333333333333333,Home
261723600.0,H-Iran,A-Wales,Friendly,F,0.52,0.25,Away
261810000.0,H-England,A-Brazil,Friendly,F,0.5263157894736842,0.6883116883116883,Tie
261810000.0,H-German DR,A-Belgium,Friendly,F,0.5,0.5333333333333333,Tie
261810000.0,H-Sweden,A-Germany,Friendly,F,0.4583333333333333,0.691358024691358,Home
262328400.0,H-Uruguay,A-Argentina,Friendly,F,0.296875,0.5,Home
262414800.0,H-Iran,A-Bulgaria,Friendly,F,0.5098039215686274,0.2692307692307692,Tie
262414800.0,H-Poland,A-Bulgaria,Friendly,F,0.5783132530120482,0.25925925925925924,Home
262414800.0,H-Spain,A-Mexico,Friendly,F,0.525,0.5142857142857142,Home
262843200.0,H-Brazil,A-Peru,Friendly,F,0.6794871794871795,0.23076923076923078,Home
263016000.0,H-Argentina,A-Uruguay,Friendly,F,0.4939759036144578,0.3076923076923077,Home
263016000.0,H-Finland,A-Mexico,Friendly,F,0.058823529411764705,0.5070422535211268,Away
263707200.0,H-France,A-Iran,Friendly,F,0.4339622641509434,0.5,Home
263880000.0,H-Wales,A-England,British Home Championship,F,0.2653061224489796,0.5131578947368421,Away
264139200.0,H-England,A-Northern Ireland,British Home Championship,F,0.5131578947368421,0.21739130434782608,Home
264225600.0,H-Brazil,A-Czechoslovakia,Friendly,F,0.6835443037974683,0.26666666666666666,Home
264225600.0,H-Scotland,A-Wales,British Home Championship,F,0.43902439024390244,0.26,Tie
264398400.0,H-France,A-Tunisia,Friendly,F,0.4444444444444444,0.4307692307692308,Home
264398400.0,H-Iran,A-Ghana,Friendly,F,0.49056603773584906,0.49019607843137253,Home
264398400.0,H-Wales,A-Northern Ireland,British Home Championship,F,0.2549019607843137,0.20833333333333334,Home
264484800.0,H-Austria,A-Netherlands,Friendly,F,0.375,0.6666666666666666,Away
264484800.0,H-Scotland,A-England,British Home Championship,F,0.42857142857142855,0.5194805194805194,Away
264744000.0,H-Japan,A-Thailand,Kirin Cup,F,0.3333333333333333,0.20833333333333334,Home
264830400.0,H-Denmark,A-Republic of Ireland,UEFA Euro qualification,F,0.3333333333333333,0.35,Tie
264830400.0,H-England,A-Hungary,Friendly,F,0.5194805194805194,0.391304347826087,Home
264830400.0,H-Uruguay,A-Spain,Friendly,F,0.2923076923076923,0.5365853658536586,Tie
265435200.0,H-Norway,A-Denmark,Nordic Championship,F,0.1111111111111111,0.3333333333333333,Away
265521600.0,H-Germany,A-Poland,FIFA World Cup,T,0.6623376623376623,0.5853658536585366,Tie
265608000.0,H-Argentina,A-Hungary,FIFA World Cup,F,0.5,0.375,Home
265608000.0,H-France,A-Italy,FIFA World Cup,T,0.45454545454545453,0.42424242424242425,Away
265608000.0,H-Mexico,A-Tunisia,FIFA World Cup,T,0.5072463768115942,0.42424242424242425,Away
265694400.0,H-Austria,A-Spain,FIFA World Cup,T,0.35294117647058826,0.5238095238095238,Home
265694400.0,H-Brazil,A-Sweden,FIFA World Cup,T,0.6753246753246753,0.4583333333333333,Tie
265694400.0,H-Iran,A-Netherlands,FIFA World Cup,T,0.5,0.6727272727272727,Away
265953600.0,H-Argentina,A-France,FIFA World Cup,F,0.5058823529411764,0.44642857142857145,Home
265953600.0,H-Germany,A-Mexico,FIFA World Cup,T,0.6493506493506493,0.5072463768115942,Home
265953600.0,H-Poland,A-Tunisia,FIFA World Cup,T,0.5783132530120482,0.43283582089552236,Home
266040000.0,H-Brazil,A-Spain,FIFA World Cup,T,0.6623376623376623,0.5116279069767442,Tie
266040000.0,H-Iran,A-Scotland,FIFA World Cup,T,0.4909090909090909,0.4186046511627907,Tie
266040000.0,H-Netherlands,A-Peru,FIFA World Cup,T,0.6785714285714286,0.20833333333333334,Tie
266299200.0,H-Argentina,A-Italy,FIFA World Cup,F,0.5116279069767442,0.40625,Away
266299200.0,H-France,A-Hungary,FIFA World Cup,T,0.43859649122807015,0.36,Home
266299200.0,H-Germany,A-Tunisia,FIFA World Cup,T,0.6623376623376623,0.4264705882352941,Tie
266299200.0,H-Mexico,A-Poland,FIFA World Cup,T,0.5,0.5833333333333334,Away
266385600.0,H-Australia,A-Greece,Friendly,F,0.5087719298245614,0.05,Away
266385600.0,H-Austria,A-Brazil,FIFA World Cup,T,0.3888888888888889,0.6493506493506493,Away
266385600.0,H-Iran,A-Peru,FIFA World Cup,T,0.48214285714285715,0.2,Away
266385600.0,H-Netherlands,A-Scotland,FIFA World Cup,T,0.6666666666666666,0.4090909090909091,Away
266385600.0,H-Spain,A-Sweden,FIFA World Cup,T,0.5,0.44,Home
266644800.0,H-Argentina,A-Poland,FIFA World Cup,F,0.5057471264367817,0.5882352941176471,Home
266644800.0,H-Australia,A-Greece,Friendly,F,0.5,0.09523809523809523,Away
266644800.0,H-Austria,A-Netherlands,FIFA World Cup,T,0.3684210526315789,0.6551724137931034,Away
266644800.0,H-Brazil,A-Peru,FIFA World Cup,T,0.6493506493506493,0.23076923076923078,Home
266644800.0,H-Germany,A-Italy,FIFA World Cup,T,0.6493506493506493,0.4375,Tie
266990400.0,H-Argentina,A-Brazil,FIFA World Cup,F,0.5113636363636364,0.6538461538461539,Tie
266990400.0,H-Germany,A-Netherlands,FIFA World Cup,T,0.6410256410256411,0.6610169491525424,Tie
266990400.0,H-Peru,A-Poland,FIFA World Cup,T,0.2222222222222222,0.5813953488372093,Away
267249600.0,H-Argentina,A-Peru,FIFA World Cup,F,0.5056179775280899,0.21428571428571427,Home
267249600.0,H-Austria,A-Germany,FIFA World Cup,T,0.35,0.6329113924050633,Home
267249600.0,H-Brazil,A-Poland,FIFA World Cup,T,0.6455696202531646,0.5862068965517241,Home
267249600.0,H-Italy,A-Netherlands,FIFA World Cup,T,0.42424242424242425,0.65,Away
267422400.0,H-Indonesia,A-South Korea,Indonesia Tournament,F,0.13043478260869565,0.5743243243243243,Away
267508800.0,H-Brazil,A-Italy,FIFA World Cup,T,0.65,0.4117647058823529,Home
267595200.0,H-Argentina,A-Netherlands,FIFA World Cup,F,0.5111111111111111,0.6557377049180327,Home
267854400.0,H-Iceland,A-Denmark,Friendly,F,0.0,0.3548387096774194,Tie
269064000.0,H-Malaysia,A-South Korea,Merdeka Tournament,F,0.20689655172413793,0.5771812080536913,Away
269150400.0,H-Iraq,A-Japan,Merdeka Tournament,T,0.22727272727272727,0.34615384615384615,Tie
269236800.0,H-South Korea,A-Thailand,Merdeka Tournament,T,0.58,0.2,Home
269323200.0,H-Indonesia,A-Japan,Merdeka Tournament,T,0.125,0.33962264150943394,Home
269409600.0,H-South Korea,A-Singapore,Merdeka Tournament,T,0.5827814569536424,0.0,Home
269496000.0,H-Japan,A-Syria,Merdeka Tournament,T,0.3333333333333333,0.3,Home
269668800.0,H-Japan,A-South Korea,Merdeka Tournament,T,0.34545454545454546,0.5855263157894737,Away
269841600.0,H-Malaysia,A-Japan,Merdeka Tournament,F,0.2,0.3392857142857143,Home
269928000.0,H-Iraq,A-South Korea,Merdeka Tournament,T,0.21739130434782608,0.5921052631578947,Away
270014400.0,H-Japan,A-Singapore,Merdeka Tournament,T,0.3392857142857143,0.0,Away
270187200.0,H-Indonesia,A-South Korea,Merdeka Tournament,T,0.16,0.5986842105263158,Away
270273600.0,H-Japan,A-Thailand,Merdeka Tournament,T,0.34545454545454546,0.20833333333333334,Home
270360000.0,H-South Korea,A-Syria,Merdeka Tournament,T,0.5986842105263158,0.2727272727272727,Home
270532800.0,H-Iraq,A-South Korea,Merdeka Tournament,T,0.20833333333333334,0.5986842105263158,Away
272088000.0,H-Denmark,A-Sweden,Nordic Championship,F,0.3492063492063492,0.44,Home
273297600.0,H-Finland,A-Poland,Friendly,F,0.058823529411764705,0.5764705882352941,Away
273470400.0,H-France,A-Sweden,UEFA Euro qualification,F,0.43859649122807015,0.4230769230769231,Tie
273643200.0,H-Iceland,A-United States,Friendly,F,0.0,0.175,Tie
273902400.0,H-Iceland,A-Poland,UEFA Euro qualification,F,0.0,0.5813953488372093,Away
273902400.0,H-Iran,A-Russia,Friendly,F,0.4727272727272727,0.32,Away
273902400.0,H-Switzerland,A-United States,Friendly,F,0.25925925925925924,0.17073170731707318,Home
274248000.0,H-Lebanon,A-Mexico,Korea Cup,T,0.0,0.49295774647887325,Away
274334400.0,H-South Korea,A-Malaysia,Korea Cup,F,0.6,0.22580645161290322,Tie
274507200.0,H-South Korea,A-Bahrain,Korea Cup,F,0.5960264900662252,0.3,Home
275112000.0,H-Belgium,A-Norway,UEFA Euro qualification,F,0.5348837209302325,0.05555555555555555,Tie
275112000.0,H-Denmark,A-England,UEFA Euro qualification,F,0.3709677419354839,0.5333333333333333,Away
275112000.0,H-Netherlands,A-Iceland,UEFA Euro qualification,F,0.6451612903225806,0.0,Home
275112000.0,H-Portugal,A-United States,Friendly,F,0.5,0.16666666666666666,Home
276321600.0,H-Yugoslavia,A-Spain,UEFA Euro qualification,F,0.3,0.5111111111111111,Away
276580800.0,H-Luxembourg,A-France,UEFA Euro qualification,F,0.0,0.43859649122807015,Away
276926400.0,H-Czechoslovakia,A-Germany,Friendly,F,0.2857142857142857,0.6282051282051282,Away
276926400.0,H-Denmark,A-Bulgaria,UEFA Euro qualification,F,0.3709677419354839,0.2692307692307692,Tie
276926400.0,H-Portugal,A-Belgium,UEFA Euro qualification,F,0.5,0.5227272727272727,Tie
276926400.0,H-Romania,A-Poland,Friendly,F,0.2222222222222222,0.5764705882352941,Home
276926400.0,H-Switzerland,A-Netherlands,UEFA Euro qualification,F,0.2777777777777778,0.6612903225806451,Away
278136000.0,H-Republic of Ireland,A-England,UEFA Euro qualification,F,0.35,0.5394736842105263,Tie
278136000.0,H-Northern Ireland,A-Denmark,UEFA Euro qualification,F,0.2,0.36507936507936506,Home
278136000.0,H-Wales,A-Malta,UEFA Euro qualification,F,0.2692307692307692,0.18181818181818182,Home
279349200.0,H-France,A-Spain,Friendly,F,0.42857142857142855,0.5,Home
279954000.0,H-Austria,A-Portugal,UEFA Euro qualification,F,0.35,0.4883720930232558,Away
279954000.0,H-Germany,A-Hungary,Friendly,F,0.6363636363636364,0.3333333333333333,Tie
279954000.0,H-Israel,A-Belgium,Friendly,F,0.43478260869565216,0.5227272727272727,Home
279954000.0,H-Netherlands,A-German DR,UEFA Euro qualification,F,0.6774193548387096,0.47058823529411764,Home
279954000.0,H-Poland,A-Switzerland,UEFA Euro qualification,F,0.5764705882352941,0.2777777777777778,Home
279954000.0,H-Spain,A-Romania,UEFA Euro qualification,F,0.4888888888888889,0.2777777777777778,Home
280299600.0,H-Japan,A-Russia,Friendly,F,0.32075471698113206,0.34615384615384615,Away
280645200.0,H-Japan,A-Russia,Friendly,F,0.3148148148148148,0.37037037037037035,Away
280904400.0,H-Japan,A-Russia,Friendly,F,0.3090909090909091,0.39285714285714285,Away
281163600.0,H-England,A-Czechoslovakia,Friendly,F,0.5263157894736842,0.2857142857142857,Home
281163600.0,H-Portugal,A-Scotland,UEFA Euro qualification,F,0.5,0.4090909090909091,Home
281163600.0,H-Wales,A-Turkey,UEFA Euro qualification,F,0.28846153846153844,0.36363636363636365,Home
282373200.0,H-Spain,A-Cyprus,UEFA Euro qualification,F,0.5,0.0,Home
282891600.0,H-Syria,A-Tunisia,Friendly,F,0.25,0.42424242424242425,Home
282978000.0,H-Germany,A-Netherlands,Friendly,F,0.6282051282051282,0.6774193548387096,Home
283064400.0,H-Italy,A-Spain,Friendly,F,0.4117647058823529,0.5106382978723404,Home
283410000.0,H-South Korea,A-Macau,AFC Asian Cup qualification,T,0.589041095890411,0.0,Home
283582800.0,H-Philippines,A-South Korea,AFC Asian Cup qualification,F,0.0,0.5918367346938775,Away
283755600.0,H-South Korea,A-China PR,AFC Asian Cup qualification,T,0.5945945945945946,0.3333333333333333,Home
284706000.0,H-Cape Verde,A-Senegal,Amílcar Cabral Cup,T,0.0,0.39473684210526316,Away
284878800.0,H-Guinea-Bissau,A-Senegal,Amílcar Cabral Cup,F,0.0,0.41025641025641024,Away
285051600.0,H-Guinea,A-Senegal,Amílcar Cabral Cup,T,0.2857142857142857,0.425,Away
285138000.0,H-Mali,A-Senegal,Amílcar Cabral Cup,T,0.42857142857142855,0.43902439024390244,Away
286520400.0,H-Guinea,A-Senegal,Friendly,T,0.2727272727272727,0.4523809523809524,Tie
286693200.0,H-Liberia,A-Senegal,Friendly,F,0.5,0.4418604651162791,Tie
286866000.0,H-Senegal,A-Togo,Friendly,T,0.4318181818181818,0.21428571428571427,Away
287211600.0,H-England,A-Northern Ireland,UEFA Euro qualification,F,0.5263157894736842,0.24,Home
287989200.0,H-Libya,A-Poland,Friendly,F,0.2,0.5813953488372093,Home
288162000.0,H-Tunisia,A-Poland,Friendly,F,0.417910447761194,0.5747126436781609,Away
288162000.0,H-Mauritania,A-Morocco,African Cup of Nations qualification,F,0.0,0.4745762711864407,Tie
